pc_id,Constituency,State,Name,Party,QueerStatement,queer_text,Quote,Link 1,Link 2,Link 3,Link 4,Link 5,Link 6,Link 7,Link 8,Link 9,Link 10,Link 11,Link 12,Trans Rights,LGBTQIA+ Rights,377 Against,377 For,TA FOR,TA AMEND,Homophobe,pc_category,Link
704,New Delhi,Delhi,Meenakshi Lekhi,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,I welcome the decision of the court because it is important that Section 377 remains. It is not only women who can be exploited and harassed but men also get exploited so there is a need for a law to protect men too.,https://www.ndtv.com/india-news/women-disguised-as-transgender-entered-sabarimala-bjps-meenakshi-lekhi-1972870,https://economictimes.indiatimes.com/news/politics-and-nation/sc-ruling-on-homosexuality-curious-case-that-sets-india-back-to-victorian-days/articleshow/27232052.cms?from=mdr,https://timesofindia.indiatimes.com/india/BJP-refuses-to-spell-stand-on-Section-377-Lekhi-supports-SC-order/articleshow/27261418.cms,https://www.mxmindia.com/2013/12/down-with-meenakshi-lekhi/,https://www.theatlantic.com/international/archive/2013/12/indias-supreme-court-upholds-colonial-era-law-criminalizing-gay-sex/356003/,https://in.reuters.com/article/india-rights-gay-congress/congress-party-slams-supreme-court-for-banning-gay-sex-idINDEE9BB07520131212,,,,,,,,,,✓,,,✓,GEN,https://pinklistindia.com/map/new-delhi
1025,Khagaria,Bihar,Mehboob Ali Kaiser,Lok Janshakti Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1922,Jadavpur,West Bengal,Mimi Chakraborty,All India Trinamool Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2416,Anand,Gujarat,Miteshbhai Patel,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3205,Kozhikode,Kerala,MK Raghavan,Indian National Congress,1,Vocal on LGBTQIA+ Issues,"The definition of ‘gender’ also needs elucidation. This has not been
properly defined anywhere in the (Code of Wages) Act. In fact, all the three, that is male, female, and transgender, should be included.",http://loksabhadocs.nic.in/newdebatemk/17/1/30072019/Fullday.pdf,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/kozhikode
3312,Arani,Tamil Nadu,MK Vishnu Prasad,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
101,Baramulla,Jammu & Kashmir,Mohammad Akbar Lone,JKNC,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1010,Kishanganj,Bihar,Mohammad Jawed,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3101,Lakshadweep,Lakshadweep,Mohammed Faizal PP,Nationalist Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2410,Rajkot,Gujarat,Mohan Kundariya,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2211,Kanker,Chhattisgarh,Mohan Mandavi,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
3206,Malappuram,Kerala,MP Abdussamad Samadani,Indian Union Muslim League,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
309,Faridkot,Punjab,Muhammad Sadiq,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
940,Farrukhabad,Uttar Pradesh,Mukesh Rajput,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/farrukhabad
2821,Visakhapatnam,Andhra Pradesh,MVV Satyanarayana,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2842,Chittoor,Andhra Pradesh,N Reddeppa,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
1805,Kokrajhar,Assam,Naba Kumar Sarania,Independent,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
2316,Chhindwara,Madhya Pradesh,Nakul Nath,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2813,Nalgonda,Telangana,Nalamada Uttam Kumar Reddy,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2917,Dakshina Kannada,Karnataka,Nalin Kumar Kateel,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2817,Khammam,Telangana,Nama Nageswara Rao,Telangana Rashtra Samithi,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2832,Bapatla,Andhra Pradesh,Nandigam Suresh,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2414,Amreli,Gujarat,Naranbhai Kachhadia,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,Does the government plan to amend Section 377 of IPC for transgender rights?,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=39493&lsno=16,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/amreli
804,Jhunjhunu,Rajasthan,Narendra Kumar,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
977,Varanasi,Uttar Pradesh,Narendra Modi,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,Humanity is not confined to male or female. We are giving a social status to them. Go and meet them. Have meetings and rallies of such people.,https://www.hindustantimes.com/india-news/modi-asks-bjp-mps-to-reach-out-to-transgenders-seeks-their-2-year-report-card/story-2CTEOmBYs1qAlPXdCilNgK.html,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/varanasi
2301,Morena,Madhya Pradesh,Narendra Singh Tomar,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2707,Amravati,Maharashtra,Navaneet Kaur,Independent,1,Vocal on LGBTQIA+ Issues,,https://twitter.com/navneetravirana/status/1626109953051365378?s=61&t=5pKBuH5_-K9X1eWtmWK0mQ,,,,,,,,,,,,,,,,,,1,SC,https://www.pinklistindia.com/pinksabha/silentmp
3335,Ramanathapuram,Tamil Nadu,Navaskani,Indian Union Muslim League,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
602,Kurukshetra,Haryana,Nayab Singh,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,Asked a question in Parliament on whether the Government has taken any steps to encourage the representation and participation of transgender persons in the decision making of Panchayats.,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=31360&lsno=17,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/kurukshetra
801,Ganganagar,Rajasthan,Nihalchand,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
949,Fatehpur,Uttar Pradesh,Niranjan Jyoti,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/fatehpur
2003,Godda,Jharkhand,Nishikant Dubey,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"वे ज़बर्दस्ती आते हैं, हम तो उसको बुलाते नहीं हैं। इस हाउस में बोलने के लिए बहुत लोग हैं।  एक आदमी बताइए जो उनको बुलाते हैं कि हमारे यहाँ शादी हो रही है, आप आइए, हमारे यहाँ विवाह हो रहा है, आप आइए, हमारे यहाँ सत्यनारायण व्रत कथा हो रही है, आइए।",https://thewire.in/rights/felled-at-the-first-hurdle-the-parliamentary-struggle-for-lgbt-rights-will-go-on,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,http://loksabhaph.nic.in/Debates/Result16.aspx?dbsl=6872,,,,,,,,,,,,,✓,,,✓,GEN,https://pinklistindia.com/map/godda
1901,Cooch Behar,West Bengal,Nisith Pramanik,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2103,Sambalpur,Orissa,Nitesh Gangadev,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2710,Nagpur,Maharashtra,Nitin Gadkari,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,Even a transgender would bear children but an irrigation scheme in Maharashtra's Sangli district would never be completed.,https://www.indiatoday.in/india/story/nitin-gadkari-transgender-jibe-maharashtra-govt-1416028-2018-12-23,,,,,,,,,,,,,,,,,,✓,GEN,https://pinklistindia.com/map/nagpur
1022,Ujiarpur,Bihar,Nityanand Rai,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3218,Kollam,Kerala,NK Premachandran,Revolutionary Socialist Party,1,Vocal on LGBTQIA+ Issues,"Tiruchi Siva's Rajya Sabha bill on transgender rights was pushed in the Lok Sabha by three members – Shobha Karandlaje of BJP, NK Premachandran of Revolutionary Socialist Party and Baijayant Panda of Biju Janata Dal.",https://www.hindustantimes.com/india/sec-377-of-ipc-that-criminalises-gay-sex-may-be-scrapped-gowda/story-GomLtysfkwxswatMi3lcYK.html,https://economictimes.indiatimes.com/news/politics-and-nation/ls-rs-adjourned-abrubtly-because-of-lack-of-quorum/articleshow/50235422.cms?from=mdr,http://loksabhaph.nic.in/Debates/Result16.aspx?dbsl=15043,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/kollam
1918,Basirhat,West Bengal,Nusrat Jahan,All India Trinamool Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
824,Kota,Rajasthan,Om Birla,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/kota
2740,Osmanabad,Maharashtra,Omraje Nimbalkar,Shiv Sena,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3322,Dindigul,Tamil Nadu,P Veluchamy,Dravida Munnetra Kazhagam,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
980,Robertsganj,Uttar Pradesh,Pakaudi Lal Kol,Apna Dal (Sonelal),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
1809,Tezpur,Assam,Pallab Lochan Das,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1019,Maharajganj – Bihar,Bihar,Pankaj Choudhary,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2402,Banaskantha,Gujarat,Parbatbhai Patel,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2423,Bardoli,Gujarat,Parbhubhai Vasava,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,ST,https://www.pinklistindia.com/pinksabha/silentmp
706,West Delhi,Delhi,Parvesh Verma,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Asked a question in Parliament on the ‘Samta Nyay Kendra’, recently inaugurated as a centre for providing legal awareness, training and services to the transgender community.",http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=30565&lsno=17,,,,,,,,,,,,,,,,,,,GEN,https://pinklistindia.com/map/west-delhi
1021,Hajipur,Bihar,Pashupati Kumar Paras,Lok Janshakti Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2007,Dhanbad,Jharkhand,Pashupati Nath Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2815,Warangal,Telangana,Pasunuri Dayakar,Telangana Rashtra Samithi,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2903,Bagalkot,Karnataka,PC Gaddigoudar,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2925,Bangalore Central,Karnataka,PC Mohan,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,Asked a question on shelter homes for transgender children in Parliament.,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=22248&lsno=17,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/bangalore-central
2117,Puri,Orissa,Pinaki Misra,Biju Janata Dal,1,Vocal on LGBTQIA+ Issues,"The 2012 judgement, by which the Delhi High Court in a very bold move struck down (IPC section) 377, was set aside by the Supreme Court in the 2013 judgement on the grounds that it is the job of the legislature to do away with it, and it is not the job of the court to legislate ... You must give succour to crores of people. Now the number is not in lakhs. The number is in crores.",http://loksabhadocs.nic.in/questionslist/MyFolder/10122019.pdf,https://twitter.com/ndtv/status/1038113760781643776,https://www.outlookindia.com/newsscroll/consensus-after-detailed-debate-needed-for-any-decision-on-sec-377-law-minister/1213168,,,,,,,,,,,✓,✓,,,,,GEN,https://pinklistindia.com/map/puri
2834,Nandyal,Andhra Pradesh,Pocha Brahmananda Reddy,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2729,Mumbai North Central,Maharashtra,Poonam Mahajan,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,Happiness all around as Equality prevails again! #Section377,https://twitter.com/poonam_mahajan/status/1037644823392645120,,,,,,,,,,,,,✓,✓,,,,,GEN,https://pinklistindia.com/map/mumbai-north-central
2412,Jamnagar,Gujarat,Poonamben Maadam,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Our Hon'ble PM Modi recently told his party MPs to reach out to the transgender community in their respective constituencies. This is possibly the first time the BJP leader has reached out to the community, often ostracized by society and shut out from jobs and education opportunities.",http://loksabhaph.nic.in/Debates/Result16.aspx?dbsl=10640,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=4253,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/jamnagar
2812,Nagarkurnool,Telangana,Pothuganti Ramulu,Telangana Rashtra Samithi,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
815,Pali,Rajasthan,PP Chaudhary,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Asked a question in Parliament on the population of the transgender community/citizens in the country, State-wise, along with the details in respect of Rajasthan; the funds allocated for the welfare of the transgender community during the last three years along with the details of funds disbursed and beneficiaries under these Schemes, State-wise and area-wise for Rajasthan; whether the Government is considering any proposal to provide training to the people of transgender community under Skill India Mission or through various other channels for enabling their empowerment.",https://www.youtube.com/watch?v=I33hezFOWPc,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,✓,,,✓,✓,,,GEN,https://pinklistindia.com/map/pali
3320,Coimbatore,Tamil Nadu,PR Natarajan,CPI (M),1,Vocal on LGBTQIA+ Issues,"Asked a question in Parliament on the number of transgender persons in the country, whether the Government is aware that such transgenders have no right to education, employment, ration card and civil rights etc; if so, the action plan of the Government for the rehabilitation of these socially segregated people; whether the Government proposes to bring a legislation to legitimatize the very existence of these transgenders.",http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=86193&lsno=15,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/coimbatore
1814,Lakhimpur,Assam,Pradan Baruah,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
902,Kairana,Uttar Pradesh,Pradeep Kumar Choudhary,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1009,Araria,Bihar,Pradeep Kumar Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1810,Nowgong,Assam,Pradyut Bordoloi,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2319,Bhopal,Madhya Pradesh,Pragya Thakur,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2307,Damoh,Madhya Pradesh,Prahlad Singh Patel,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Raised an objection to the Hindi translation of ""transgender"" in the Rights of Transgenders Persons Bill, 2014, saying it was contrary to the spirit of the NALSA judgement of Supreme Court.",http://loksabhaph.nic.in/Debates/Result16.aspx?dbsl=7156,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,✓,,,✓,,,,GEN,https://pinklistindia.com/map/damoh
2916,Haasan,Karnataka,Prajwal Revanna,Janata Dal (Secular),0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2911,Dharwad,Karnataka,Pralhad Joshi,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,Asked the Health ministry whether the Government has taken note of stigma and discrimination being faced by the transgender individuals while accessing healthcare services in the country; the details thereof along with the action taken/proposed to be taken by the Government to address the issue; whether the doctors and other medical personnel receive any specialised training to deal with the medical cases of the transgender individuals with increased sensitivity in the country.,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=23505&lsno=16,,,,,,,,,,,,✓,,,,,,,GEN,https://pinklistindia.com/map/dharwad
2119,Aska,Orissa,Pramila Bisoyi,Biju Janata Dal,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1925,Howrah,West Bengal,Prasun Banerjee,All India Trinamool Congress,1,Vocal on LGBTQIA+ Issues,Asked in Parliament whether the Ministry has considered the repealing of Section 377 of Indian Penal Code (IPC) during its consideration for amendments in the wake of the incident of 2012 gang rape in Delhi.,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=72222&lsno=16,,,,,,,,,,,,,✓,✓,,,,,GEN,https://pinklistindia.com/map/howrah
2106,Balasore,Orissa,Pratap Chandra Sarangi,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2921,Mysore,Karnataka,Pratap Simha,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"I know where you are going with this question. I don’t want to take a stand on these issues during election time. In fact, I don’t want to go ahead with this interview. I am here to address people’s problems and not to talk about who is living with who...",https://www.deccanherald.com/content/398258/pratap-simha-walks-tightrope-contentious.html,https://twitter.com/mepratap/status/308262189666545665?s=19,,,,,,,,,,,,,,,,,✓,GEN,https://pinklistindia.com/map/mysore
2705,Buldhana,Maharashtra,Prataprao Ganpatrao Jadhav,Shiv Sena,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
2716,Nanded,Maharashtra,Prataprao Govindrao Chikhalikar,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
202,Mandi,Himachal Pradesh,Pratibha Singh,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1601,Tripura West,Tripura,Pratima Bhoumik,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1919,Jaynagar,West Bengal,Pratima Mondal,All India Trinamool Congress,1,Vocal on LGBTQIA+ Issues,"In 2014, the Supreme Court of India accorded ‘Third Gender’ status to transgender people and an individual's right to determine the gender they want to identify with. The verdict also included a directive for separate toilets for transgender individuals in public places including hospitals. But we hardly come across these toilets in public and finding a gender-neutral toilet in India is almost next to impossible. So, I would request the Government to provide necessary infrastructure so that 4.88 lakh people of our country can lead their life with normalcy and dignity.",http://164.100.47.194/Loksabha/Debates/Result17.aspx?dbsl=1726,http://aitcofficial.org/parliament/in-parliament-lok-sabha/pratima-mondal-speaks-on-the-need-for-building-public-toilets-for-transgender-people/,http://loksabhadocs.nic.in/debatestextmk/17/VII/01.12.2021.pdf,http://loksabhaph.nic.in/Questions/QResult15.aspx?qref=28988&lsno=17,,,,,,,,,✓,,,,,,,SC,https://pinklistindia.com/map/jaynagar
962,Sant Kabir Nagar,Uttar Pradesh,Praveen Kumar Nishad,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
313,Patiala,Punjab,Preneet Kaur,Indian National Congress,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1023,Samastipur,Bihar,Prince Raj,Lok Janshakti Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,SC,https://www.pinklistindia.com/pinksabha/silentmp
2739,Beed,Maharashtra,Pritam Munde,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,I would like to submit that the Bill for the protection and welfare of the rights of transgender people was passed during the Modi regime itself.,http://loksabhadocs.nic.in/Synop/17/III/2Supp+Supp+Syn-13-03-2020.pdf,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,✓,,,✓,,,,GEN,https://pinklistindia.com/map/beed
947,Hamirpur – Uttar Pradesh,Uttar Pradesh,Pushpendra Singh Chandel,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/hamirpur-uttar-pradesh
2841,Rajampet,Andhra Pradesh,PV Midhun Reddy,YSR Congress Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1807,Gauhati,Assam,Queen Oja,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"समझ की कमी की वजह से माता-मपता अपने ट्रान्सजेन्डर बच्चों को त्याग देते हैं। यह बिल पास होने के बाद माता-मपता अपने ट्रान्सजेन्डर बच्चों से इस तरह का व्यवहार अब नहीं करेंगे, क्योंकी अब उन्हें समाज के सवालों का जवाब देने की आवश्यकता नहीं पड़ेगी।",https://www.youtube.com/watch?v=4V26B1RJ-7k,http://loksabhaph.nic.in/Debates/Result17.aspx?dbsl=816,,,,,,,,,,,✓,,,,✓,,,GEN,https://pinklistindia.com/map/gauhati
1003,Purvi Champaran,Bihar,Radha Mohan Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
3204,Wayanad,Kerala,Rahul Gandhi,Indian National Congress,1,Vocal on LGBTQIA+ Issues,"I personally believe that these are matters of personal freedom. I think, I would agree more with High Court verdict.",https://www.ndtv.com/india-news/agree-more-with-the-high-court-rahul-gandhi-on-gay-rights-544313,https://twitter.com/RahulGandhi/status/1092768205708382208,https://www.newsbytesapp.com/timeline/Politics/44118/198200/congress-releases-manifesto-for-2019-lok-sabha-elections,https://www.oneindia.com/india/congress-ready-to-do-away-with-section-377-says-rahul-gandhi-2674255.html,https://twitter.com/INCIndia/status/1038004862728978432,https://twitter.com/INCIndia/status/1082625886594027520,,,,,,,✓,✓,✓,,,,,GEN,https://pinklistindia.com/map/wayanad
803,Churu,Rajasthan,Rahul Kaswan,Bharatiya Janata Party,1,Vocal on LGBTQIA+ Issues,"Voted against the introduction of Shashi Tharoor's private member bill, the Indian Penal Code (Amendment) Bill, 2015, which substituted a new section for Section 377.",http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,,,,✓,,,,GEN,https://pinklistindia.com/map/churu
2731,Mumbai South Central,Maharashtra,Rahul Shewale,Shiv Sena,1,Vocal on LGBTQIA+ Issues,"In response to a question on whether he supports same-sex marriages, Rahul Shewale said, ""Yes, I do.""",https://www.youtube.com/watch?v=pawIL6mtx30,http://164.100.47.194/Loksabha/Debates/Result16.aspx?dbsl=6467,,,,,,,,,,,,✓,,✓,,,,GEN,https://pinklistindia.com/map/mumbai-south-central
2305,Sagar,Madhya Pradesh,Raj Bahadur Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
1032,Arrah,Bihar,Raj Kumar Singh,Bharatiya Janata Party,0,Silent on LGBTQIA+ Issues,,,,,,,,,,,,,,,,,,,,,GEN,https://www.pinklistindia.com/pinksabha/silentmp
